Index	Genetic_ID	Source	Date_mean	Group_ID	Locality	Country	Latitude	Longitude	Sex	Culture
Bon001.SG	Bon001	KilincCurrentBiology2016	10032	Turkey_Boncuklu_N.SG	Boncuklu	Turkey	37.75191	32.864901	M	Turkey_Boncuklu_N_0
Bon002.SG	Bon002	KilincCurrentBiology2016	10078	Turkey_Boncuklu_N.SG	Boncuklu	Turkey	37.75191	32.864901	F	Turkey_Boncuklu_N_0
Bon004.SG	Bon004	KilincCurrentBiology2016	10075	Turkey_Boncuklu_N.SG	Boncuklu	Turkey	37.75191	32.864901	M	Turkey_Boncuklu_N_0
Bon005.SG	Bon005	KilincCurrentBiology2016	10220	Turkey_Boncuklu_N.SG	Boncuklu	Turkey	37.75191	32.864901	F	Turkey_Boncuklu_N_0
Tep001.SG	Tep001	KilincCurrentBiology2016	8518	Turkey_TepecikCiftlik_N_o.SG	Tepecik Ciftlik	Turkey	38.172218	34.49387	M	Turkey_TepecikCiftlik_0
Tep002.SG	Tep002	KilincCurrentBiology2016	8487	Turkey_TepecikCiftlik_N.SG	Tepecik Ciftlik	Turkey	38.172218	34.49387	F	Turkey_TepecikCiftlik_0
Tep003.SG	Tep003	KilincCurrentBiology2016	8419	Turkey_TepecikCiftlik_N.SG	Tepecik Ciftlik	Turkey	38.172218	34.49387	M	Turkey_TepecikCiftlik_0
Tep004.SG	Tep004	KilincCurrentBiology2016	8237	Turkey_TepecikCiftlik_N.SG	Tepecik Ciftlik	Turkey	38.172218	34.49387	F	Turkey_TepecikCiftlik_0
Tep006.SG	Tep006	KilincCurrentBiology2016	8099	Turkey_TepecikCiftlik_N_father.or.son.Tep004.SG	Tepecik Ciftlik	Turkey	38.172218	34.49387	M	Turkey_TepecikCiftlik_0
A_Han-4.DG	HGDP00778	MeyerScience2012	0	Ignore_Han(discovery).DG	..	China	32.26566812	114	M	no
A_Mbuti-5.DG	HGDP00456	MeyerScience2012	0	Ignore_Mbuti(discovery).DG	..	Congo	1	29	M	no
A_Karitiana-4.DG	HGDP00998	MeyerScience2012	0	Ignore_Karitiana(discovery).DG	..	Brazil	-10	-63	M	no
A_Yoruba-4.DG	HGDP00927	MeyerScience2012	0	Ignore_Yoruba(discovery).DG	..	Nigeria	..	..	M	no
A_Sardinian-4.DG	HGDP00665	MeyerScience2012	0	Ignore_Sardinian(discovery).DG	..	Italy	..	..	M	Sardinian_0
A_French-4.DG	HGDP00521	MeyerScience2012	0	Ignore_French(discovery).DG	..	France	46	2	M	no
A_Dinka-4.DG	A_Dinka-4	MeyerScience2012	0	Dinka.DG	Aweil	Sudan	8.783333333	27.4	M	no
A_Dai-5.DG	HGDP01307	MeyerScience2012	0	Dai.DG	..	China	21	100	M	no
A_Mandenka-4.DG	HGDP01284	MeyerScience2012	0	Mandenka.DG	..	Senegal	12	-12	M	no
A_Ju_hoan_North-5.DG	HGDP01029	MeyerScience2012	0	Ignore_Ju_hoan_North(discovery).DG	..	Namibia	-18.93725689	21.45244764	M	no
A_Papuan-16.DG	HGDP00551	MeyerScience2012	0	Ignore_Papuan(discovery).DG	New Guinea, Iatmul and Kwoma societies of the Middle Sepik River region	Papua New Guinea	-4	143	M	no
Ancestor.REF	Ancestor	ReferenceGenome	0	Ancestor.REF	..	..	..	..	M	no
Href.REF	Href	Genome	0	Href.REF	..	..	..	..	M	no
Chimp.REF	Chimp	Genome	0	Chimp.REF	..	..	..	..	M	no
Gorilla.REF	Gorilla	Genome	0	Gorilla.REF	..	..	..	..	F	no
S_Jordanian-2.DG	Jordan603	MallickNature2016	0	Jordanian.DG	Jordan migrants sampled in Kuwait	Jordan	32.054645	35.914307	M	no
S_Yakut-1.DG	HGDP00956	MallickNature2016	0	Yakut.DG	..	Russia	62.98287845	129.5	F	no
S_Altaian-1.DG	altai363p	MallickNature2016	0	Altaian.DG	Tenga, Ongudaisky district, Altai Republic	Russia	50.840069	85.654179	M	no
S_Luo-2.DG	Ayodo_502C	MallickNature2016	0	Luo.DG	BondoDistrict	Kenya	-0.1	34.3	F	no
S_Spanish-1.DG	HG01503	MallickNature2016	0	Spanish.DG	Castilla la Mancha	Spain	39.9	-4	M	Spanish_0
S_Jordanian-3.DG	Jordan214	MallickNature2016	0	Jordanian.DG	Jordan migrants sampled in Kuwait	Jordan	32.054645	35.914307	M	no
S_Punjabi-2.DG	HG02783	MallickNature2016	0	Punjabi.DG	Lahore	Pakistan	31.5	74.3	M	no
S_Naxi-2.DG	S_Naxi-2	MallickNature2016	0	Naxi.DG	..	China	26	100	M	no
S_Mbuti-3.DG	HGDP00449	MallickNature2016	0	Mbuti.DG	..	Congo	1	29	M	no
S_Adygei-1.DG	HGDP01402	MallickNature2016	0	Adygei.DG	Krasnodar	Russia	44	39	M	no
S_Bougainville-2.DG	HGDP00656	MallickNature2016	0	Bougainville.DG	Bougainville Island	Papua New Guinea	-6	155	F	no
S_Irula-2.DG	S_Irula-2	MallickNature2016	0	Irula.DG	..	India	13.5	80	M	no
S_French-1.DG	HGDP00530	MallickNature2016	0	French.DG	..	France	46	2	M	French.DG_0
S_Piapoco-1.DG	HGDP00702	MallickNature2016	0	Piapoco.DG	..	Colombia	3	-68	F	no
S_Bergamo-1.DG	HGDP01153	MallickNature2016	0	Italian_North.DG	Bergamo	Italy	46	10	M	Italian_North_0
S_Biaka-2.DG	HGDP00461	MallickNature2016	0	Biaka.DG	..	Central African Republic	4	17	M	no
S_Mandenka-1.DG	HGDP01199	MallickNature2016	0	Mandenka.DG	..	Senegal	12	-12	M	no
S_Kalash-1.DG	HGDP00328	MallickNature2016	0	Kalash.DG	..	Pakistan	35.99366014	71.5	M	no
S_Burusho-1.DG	HGDP00428	MallickNature2016	0	Burusho.DG	..	Pakistan	36.49838568	74	M	no
S_BedouinB-1.DG	HGDP00616	MallickNature2016	0	BedouinB.DG	Negev	Israel	31	35	M	no
S_Ju_hoan_North-2.DG	HGDP00987	MallickNature2016	0	Ju_hoan_North.DG	..	Namibia	-18.93725689	21.45244764	M	no
S_Papuan-1.DG	HGDP00550	SkoglundNature2015	0	Papuan.DG	New Guinea, Iatmul and Kwoma societies of the Middle Sepik River region	Papua New Guinea	-4	143	F	no
S_Surui-2.DG	HGDP00852	SkoglundNature2015	0	Surui.DG	..	Brazil	-11	-62	F	no
S_Yoruba-2.DG	HGDP00932	SkoglundNature2015	0	Yoruba.DG	..	Nigeria	7.4	3.9	M	no
S_Iraqi_Jew-2.DG	IraqiJew4291	MallickNature2016	0	Jew_Iraqi.DG	..	Iraq	33.33333333	44.43333333	M	no
S_Polish-1.DG	S_Polish-1	MallickNature2016	0	Polish.DG	..	Poland	52.23333333	21.01666667	M	Polish_0
S_Kalash-2.DG	HGDP00286	MallickNature2016	0	Kalash.DG	..	Pakistan	35.99366014	71.5	F	no
S_Mandenka-2.DG	HGDP00915	MallickNature2016	0	Mandenka.DG	..	Senegal	12	-12	F	no
S_Daur-2.DG	HGDP01215	MallickNature2016	0	Daur.DG	..	China	48.49753416	124	F	no
S_Hazara-1.DG	HGDP00124	MallickNature2016	0	Hazara.DG	..	Pakistan	33.49855601	70	M	no
S_BedouinB-2.DG	HGDP00650	MallickNature2016	0	BedouinB.DG	Negev	Israel	31	35	F	no
S_Burusho-2.DG	HGDP00338	MallickNature2016	0	Burusho.DG	..	Pakistan	36.49838568	74	F	no
S_BantuHerero-2.DG	HGDP01035	MallickNature2016	0	BantuHerero.DG	..	BotswanaOrNamibia	-22	19	M	no
S_Mongola-2.DG	HGDP01223	MallickNature2016	0	Mongola.DG	..	China	45	111	F	no
S_Oroqen-2.DG	HGDP01211	MallickNature2016	0	Oroqen.DG	..	China	50.43389257	126.5	F	no
S_Papuan-5.DG	HGDP00545	SkoglundNature2015	0	Papuan.DG	New Guinea, Iatmul and Kwoma societies of the Middle Sepik River region	Papua New Guinea	-4	143	M	no
S_Itelman-1.DG	S_Itelman-1	MallickNature2016	0	Itelmen.DG	Kovran, Kamchatka	Russia	57	157	F	no
S_Tlingit-2.DG	Ale14	MallickNature2016	0	Aleut_o.DG	Nikolskoye, Commander Islands	Russia	55.18	166	F	no
S_Yakut-2.DG	HGDP00951	MallickNature2016	0	Yakut.DG	..	Russia	62.98287845	129.5	M	no
S_Eskimo_Chaplin-1.DG	Esk29	MallickNature2016	0	Eskimo_Chaplin.DG	New Chaplino, Chukchi Peninsula	Russia	64.48	172.86	M	no
S_Druze-1.DG	HGDP00569	MallickNature2016	0	Druze.DG	Carmel	Israel	32	35	F	no
S_Papuan-13.DG	HGDP00552	SkoglundNature2015	0	Papuan.DG	New Guinea, Iatmul and Kwoma societies of the Middle Sepik River region	Papua New Guinea	-4	143	F	no
S_Kusunda-2.DG	Kusunda15	MallickNature2016	0	Kusunda.DG	Damauli, Tanahu	Nepal	28.07245287	84.259486	M	no
S_Burmese-2.DG	S_Burmese-2	MallickNature2016	0	Burmese.DG	Yangon (sampled in Singapore)	Myanmar	16.85	96.183333	M	no
S_Relli-1.DG	S_Relli-1	MallickNature2016	0	Relli_1.DG	Visakhapatnam	India	17.72	83.32	M	no
S_Kapu-1.DG	S_Kapu-1	MallickNature2016	0	Kapu.DG	Visakhapatnam	India	17.72	83.32	M	no
S_Tuscan-1.DG	HGDP01168	MallickNature2016	0	Tuscan_1.DG	Tuscany	Italy	43	11	F	Tuscan_0
S_Sindhi-2.DG	HGDP00195	MallickNature2016	0	Sindhi_Pakistan.DG	..	Pakistan	25.49063551	69	F	no
S_Russian-2.DG	HGDP00903	MallickNature2016	0	Russian.DG	Vologda Administrative Region	Russia	61	40	F	Russian_0
S_Oroqen-1.DG	HGDP01203	MallickNature2016	0	Oroqen.DG	..	China	50.43389257	126.5	M	no
S_Mongola-1.DG	HGDP01228	MallickNature2016	0	Mongola.DG	..	China	45	111	M	no
S_Hazara-2.DG	HGDP00125	MallickNature2016	0	Hazara.DG	..	Pakistan	33.49855601	70	M	no
S_Quechua-1.DG	NA11201	MallickNature2016	0	Quechua_oEuropean.DG	..	Peru	-13.5	-72	F	no
S_Dusun-2.DG	S_Dusun-2	MallickNature2016	0	Dusun.DG	Tutong District, Lamunin	Brunei	4.7	114.7	F	no
S_Hungarian-1.DG	NA15203	MallickNature2016	0	Hungarian.DG	..	Hungary	47.5	19.1	F	Hungarian_0
S_Tajik-2.DG	S_Tajik-2	MallickNature2016	0	Tajik.DG	Shughnon District	Tajikistan	37.508135	71.567608	M	no
S_Abkhasian-1.DG	abh107	MallickNature2016	0	Russia_Abkhasian.DG	Sukhum	Russia	43.003333	41.015278	M	Russia_Abkhasian_0
S_Iranian-1.DG	iran17	MallickNature2016	0	Iranian.DG	Iran migrants sampled in Kuwait	Iran	35.585852	51.459961	M	no
S_Yadava-2.DG	S_Yadava-2	MallickNature2016	0	Yadava.DG	Visakhapatnam	India	17.72	83.32	M	no
S_Ami-1.DG	NA13607	MallickNature2016	0	Ami.DG	..	Taiwan	22.843145	121.185356	M	no
S_Cambodian-2.DG	HGDP00713	MallickNature2016	0	Cambodian.DG	..	Cambodia	12	105	F	no
S_Korean-1.DG	ND19394	MallickNature2016	0	Korean.DG	..	South Korea	37.6	127	M	no
S_Dai-2.DG	HGDP01312	MallickNature2016	0	Dai.DG	..	China	21	100	M	no
S_Uygur-2.DG	HGDP01297	MallickNature2016	0	Uyghur.DG	Yili	China	44	81	M	no
S_Eskimo_Sireniki-1.DG	Sir26	MallickNature2016	0	Eskimo_Sireniki.DG	Sireniki, Chukchi Peninsula, Second sampling location	Russia	64.4	173.9	M	no
S_Even-3.DG	Nlk3	MallickNature2016	0	Even.DG	Djigda, Eastern Siberia	Russia	57.53	135.88	F	Even_0
S_Icelandic-2.DG	NA15763	MallickNature2016	0	Icelandic.DG	..	Iceland	64.13333333	-21.93333333	F	Icelandic_0
S_Thai-2.DG	CHI034	MallickNature2016	0	Thai.DG	..	Thailand	13.8	100.5	F	no
S_Papuan-10.DG	HGDP00553	SkoglundNature2015	0	Papuan.DG	New Guinea, Iatmul and Kwoma societies of the Middle Sepik River region	Papua New Guinea	-4	143	M	no
S_Esan-1.DG	HG03100	MallickNature2016	0	Esan.DG	..	Nigeria	6.5	6	M	no
S_Brahmin-1.DG	S_Brahmin-1	MallickNature2016	0	Brahmin.DG	Visakhapatnam	India	17.72	83.32	M	no
S_Quechua-3.DG	S_Quechua-3	MallickNature2016	0	Quechua.DG	..	Peru	-13.5	-72	F	no
S_Madiga-1.DG	S_Madiga-1	MallickNature2016	0	Madiga.DG	Visakhapatnam	India	17.72	83.32	M	no
S_Igorot-2.DG	Igorot21	MallickNature2016	0	Igorot.DG	Mountain Province, Luzon Island (sampled in Singapore)	Philippines	17.1	121	M	no
S_Uygur-1.DG	HGDP01306	MallickNature2016	0	Uyghur.DG	Yili	China	44	81	F	no
S_Punjabi-4.DG	S_Punjabi-4	MallickNature2016	0	Punjabi_o.DG	Lahore	Pakistan	31.5	74.3	F	no
S_Finnish-3.DG	S_Finnish-3	MallickNature2016	0	Finnish.DG	..	Finland	60.2	24.9	M	Finnish_0
B_Australian-3.DG	B_Australian-3	MallickNature2016	0	Australian.DG	..	Australia	-13	143	U	no
B_Mixe-1.DG	mixe0007	PrueferNature2013	0	Mixe.DG	Tamazulapan, Mixe	Mexico	16.95	-96.58333333	F	no
B_Sardinian-3.DG	HGDP01076	PrueferNature2013	0	Sardinian.DG	..	Italy	40	9	M	Sardinian_0
B_Yoruba-3.DG	HGDP00936	PrueferNature2013	0	Yoruba.DG	..	Nigeria	7.4	3.9	M	no
B_Karitiana-3.DG	HGDP01015	PrueferNature2013	0	Karitiana.DG	..	Brazil	-10	-63	M	no
B_Australian-4.DG	B_Australian-4	PrueferNature2013	0	Australian.DG	..	Australia	-13	143	M	no
B_Mandenka-3.DG	HGDP01286	PrueferNature2013	0	Mandenka.DG	..	Senegal	12	-12	M	no
B_Mbuti-4.DG	HGDP00982	PrueferNature2013	0	Mbuti.DG	..	Congo	1	29	M	no
B_Papuan-15.DG	HGDP00546	PrueferNature2013	0	Papuan.DG	New Guinea, Iatmul and Kwoma societies of the Middle Sepik River region	Papua New Guinea	-4	143	M	no
B_Ju_hoan_North-4.DG	HGDP01036	PrueferNature2013	0	Ju_hoan_North.DG	..	Namibia	-18.93725689	21.45244764	M	no
S_Ju_hoan_North-1.DG	HGDP00991	MallickNature2016	0	Ju_hoan_North.DG	..	Namibia	-18.93725689	21.45244764	M	no
S_Ami-2.DG	NA13616	MallickNature2016	0	Ami.DG	..	Taiwan	22.843145	121.185356	M	no
S_Mansi-2.DG	S_Mansi-2	MallickNature2016	0	Mansi.DG	Shugur, Western Siberia	Russia	63.65	62.1	F	no
S_Papuan-12.DG	HGDP00556	SkoglundNature2015	0	Papuan.DG	New Guinea, Iatmul and Kwoma societies of the Middle Sepik River region	Papua New Guinea	-4	143	M	no
S_She-1.DG	HGDP01335	MallickNature2016	0	She.DG	..	China	27	119	F	no
S_Eskimo_Naukan-2.DG	Nesk_25	MallickNature2016	0	Eskimo_Naukan.DG	Big Diomide Island, Chukchi Peninsula	Russia	66.02	169.71	F	no
S_BantuTswana-1.DG	HGDP01030	MallickNature2016	0	BantuTswana.DG	..	BotswanaOrNamibia	-28	24	M	no
S_Even-1.DG	Nlk1	MallickNature2016	0	Even_o.DG	Djigda, Eastern Siberia	Russia	57.53	135.88	F	Even_0
S_Iraqi_Jew-1.DG	IraqiJew1771	MallickNature2016	0	Jew_Iraqi.DG	..	Iraq	33.33333333	44.43333333	F	no
S_Czech-2.DG	NA15728	MallickNature2016	0	Czech.DG	..	Czech Republic	50.1	14.4	M	Czech.DG_0
B_Crete-1.DG	B_Crete-1	MallickNature2016	0	Cretan.DG	Preveliana, Irakleioy	Greece	35.166668	25.166666	F	Creta_0
S_Bengali-1.DG	HG03006	MallickNature2016	0	Bengali.DG	..	Bangladesh	23.7	90.4	M	no
S_Lezgin-2.DG	S_Lezgin-2	MallickNature2016	0	Lezgin.DG	Dagestanskiye Ogni, Dagestan	Russia	42.116667	48.183333	M	no
S_Greek-1.DG	NA17377	MallickNature2016	0	Greek_1.DG	..	Greece	37.96666667	23.71666667	M	Greek_0
S_Yi-1.DG	HGDP01179	MallickNature2016	0	Yi.DG	..	China	28	103	M	no
S_Armenian-1.DG	armenia293	MallickNature2016	0	Armenian.DG	Yerevan	Armenia	39.815278	46.751944	M	Armenian.DG_0
S_Estonian-2.DG	Est400	MallickNature2016	0	Estonian.DG	Avinurme	Estonia	58.985304	26.863777	M	Estonian.DG_0
S_Pima-2.DG	HGDP01044	MallickNature2016	0	Pima.DG	..	Mexico	29	-108	F	no
S_Tujia-2.DG	HGDP01098	MallickNature2016	0	Tujia.DG	..	China	29	109	F	no
B_Dai-4.DG	HGDP01308	PrueferNature2013	0	Dai.DG	..	China	21	100	M	no
S_Atayal-1.DG	NA13604	MallickNature2016	0	Atayal.DG	..	Taiwan	24.611712	121.296444	M	no
S_Luhya-2.DG	NA19044	MallickNature2016	0	Luhya.DG	Webuye	Kenya	1.3	36.8	M	no
S_English-1.DG	HG00126	MallickNature2016	0	English.DG	Kent	Great Britain	51.19	0.73	M	English_0
S_Tubalar-2.DG	Tuba9	MallickNature2016	0	Tubalar.DG	Artybash and Kebezen, Altai-Sayan Upland	Russia	51.13333333	87	F	no
B_Crete-2.DG	B_Crete-2	MallickNature2016	0	Cretan.DG	Psychro, Lassithi	Greece	35.163	25.445	M	Creta_0
S_Irula-1.DG	S_Irula-1	MallickNature2016	0	Irula.DG	..	India	13.5	80	M	no
S_Yadava-1.DG	S_Yadava-1	MallickNature2016	0	Yadava.DG	Visakhapatnam	India	17.72	83.32	M	no
S_Igorot-1.DG	S_Igorot-1	MallickNature2016	0	Igorot.DG	Mountain Province, Luzon Island (sampled in Singapore)	Philippines	17.1	121	F	no
S_Tajik-1.DG	S_Tajik-1	MallickNature2016	0	Tajik.DG	Shughnon District	Tajikistan	37.508135	71.567608	M	no
S_Finnish-1.DG	HG00174	MallickNature2016	0	Finnish.DG	..	Finland	60.2	24.9	F	Finnish_0
S_Kinh-1.DG	HG01600	MallickNature2016	0	Kinh.DG	Ho Chi Minh City	Vietnam	21	105.9	F	no
S_Tujia-1.DG	HGDP01095	MallickNature2016	0	Tujia.DG	..	China	29	109	M	no
S_Thai-1.DG	CHI007	MallickNature2016	0	Thai.DG	..	Thailand	13.8	100.5	M	no
S_Aleut-2.DG	Ale20	MallickNature2016	0	Aleut.DG	Nikolskoye, Commander Islands	Russia	55.18	166	F	no
S_Eskimo_Sireniki-2.DG	S_Eskimo_Sireniki-2	MallickNature2016	0	Eskimo_Sireniki.DG	Sireniki, Chukchi Peninsula, Second sampling location	Russia	64.4	173.9	F	no
S_Brahui-2.DG	HGDP00019	MallickNature2016	0	Brahui.DG	..	Pakistan	30.49871492	66.5	M	no
S_Tu-1.DG	HGDP01350	MallickNature2016	0	Tu.DG	..	China	36	101	M	no
S_Pathan-1.DG	HGDP00216	MallickNature2016	0	Pathan.DG	..	Pakistan	33.48700562	70.5	M	no
S_Papuan-2.DG	HGDP00540	SkoglundNature2015	0	Papuan.DG	New Guinea, Iatmul and Kwoma societies of the Middle Sepik River region	Papua New Guinea	-4	143	M	no
S_Sardinian-1.DG	HGDP01079	MallickNature2016	0	Sardinian.DG	Sardinia	Italy	40	9	M	Sardinian_0
S_Papuan-9.DG	HGDP00542	SkoglundNature2015	0	Papuan.DG	New Guinea, Iatmul and Kwoma societies of the Middle Sepik River region	Papua New Guinea	-4	143	M	no
S_Russian-1.DG	HGDP00887	MallickNature2016	0	Russian.DG	Vologda Administrative Region	Russia	61	40	M	Russian_0
S_Sindhi-1.DG	HGDP00208	MallickNature2016	0	Sindhi_Pakistan.DG	..	Pakistan	25.49063551	69	M	no
S_Tuscan-2.DG	HGDP01163	MallickNature2016	0	Tuscan_1.DG	Tuscany	Italy	43	11	M	Tuscan_0
S_Dai-3.DG	HGDP01315	MallickNature2016	0	Dai.DG	..	China	21	100	F	no
S_Han-1.DG	HGDP00783	MallickNature2016	0	Han.DG	..	China	32.26566812	114	F	no
S_Japanese-2.DG	HGDP00773	MallickNature2016	0	Japanese.DG	..	Japan	37.85	139	F	no
S_Makrani-2.DG	HGDP00157	MallickNature2016	0	Makrani.DG	..	Pakistan	26	64	F	no
S_Balochi-1.DG	HGDP00090	MallickNature2016	0	Balochi.DG	..	Pakistan	30.49871492	66.5	M	no
S_Basque-2.DG	HGDP01365	MallickNature2016	0	Basque.DG	..	France	43	0	F	Basque_0
S_Brahui-1.DG	HGDP00027	MallickNature2016	0	Brahui.DG	..	Pakistan	30.49871492	66.5	M	no
S_Miao-2.DG	HGDP01198	MallickNature2016	0	Miao.DG	..	China	28	109	F	no
S_Orcadian-2.DG	HGDP00796	MallickNature2016	0	Orcadian.DG	..	Orkney Islands	59	-3	F	Orcadian_0
S_Kinh-2.DG	HG01846	MallickNature2016	0	Kinh.DG	Ho Chi Minh City	Vietnam	21	105.9	M	no
S_Finnish-2.DG	HG00190	MallickNature2016	0	Finnish.DG	..	Finland	60.2	24.9	M	Finnish_0
S_Relli-2.DG	S_Relli-2	MallickNature2016	0	Relli_2.DG	Visakhapatnam	India	17.72	83.32	M	no
B_Han-3.DG	HGDP00775	PrueferNature2013	0	Han.DG	..	China	32.26566812	114	M	no
B_French-3.DG	HGDP00533	PrueferNature2013	0	French.DG	..	France	46	2	M	French.DG_0
S_Armenian-2.DG	S_Armenian-2	MallickNature2016	0	Armenian.DG	Kars (ancestors from Kars, born in Akhuzyan)	Armenia	40.604517	43.100758	M	Armenian.DG_0
S_Mala-3.DG	S_Mala-3	MallickNature2016	0	Mala.DG	Visakhapatnam	India	17.72	83.32	M	no
S_Dusun-1.DG	Dusun22	MallickNature2016	0	Dusun.DG	Tutong District, Lamunin	Brunei	4.7	114.7	F	no
S_Mansi-1.DG	Mansi79	MallickNature2016	0	Mansi.DG	Sos'va river, Western Siberia	Russia	63.8	61.45	M	no
S_Masai-1.DG	NA21490	MallickNature2016	0	Masai.DG	Kinyawa	Kenya	-1.5	35.2	M	no
S_Papuan-7.DG	HGDP00548	SkoglundNature2015	0	Papuan.DG	New Guinea, Iatmul and Kwoma societies of the Middle Sepik River region	Papua New Guinea	-4	143	M	no
S_She-2.DG	HGDP01333	MallickNature2016	0	She.DG	..	China	27	119	M	no
S_BantuTswana-2.DG	HGDP01034	MallickNature2016	0	BantuTswana.DG	..	BotswanaOrNamibia	-28	24	M	no
S_Eskimo_Naukan-1.DG	Nesk_22	MallickNature2016	0	Eskimo_Naukan.DG	Big Diomide Island, Chukchi Peninsula	Russia	66.02	169.71	F	no
S_Yemenite_Jew-1.DG	YemeniteJew4695	MallickNature2016	0	Jew_Yemenite.DG	..	Yemen	15.35	44.2	F	no
S_Hawaiian-1.DG	S_Hawaiian-1	MallickNature2016	0	Hawaiian.DG	..	USA	21.3	-157.8166667	M	no
S_Luo-1.DG	Ayodo_430C	MallickNature2016	0	Luo.DG	BondoDistrict	Kenya	-0.1	34.3	M	no
S_Turkish-2.DG	S_Turkish-2	MallickNature2016	0	Turkish.DG	Kayseri	Turkey	38.73333333	35.48333333	F	Turkish_0
S_Turkish-1.DG	S_Turkish-1	MallickNature2016	0	Turkish.DG	Kayseri	Turkey	38.73333333	35.48333333	M	Turkish_0
S_Punjabi-3.DG	HG02790	MallickNature2016	0	Punjabi.DG	Lahore	Pakistan	31.5	74.3	F	no
S_Esan-2.DG	HG02943	MallickNature2016	0	Esan.DG	..	Nigeria	6.5	6	F	no
S_Spanish-2.DG	HG01504	MallickNature2016	0	Spanish.DG	Castilla la Mancha	Spain	39.9	-4	F	Spanish_0
S_Iranian-2.DG	iran11	MallickNature2016	0	Iranian.DG	Iran migrants sampled in Kuwait	Iran	35.585852	51.459961	M	no
S_Papuan-8.DG	HGDP00549	SkoglundNature2015	0	Papuan.DG	New Guinea, Iatmul and Kwoma societies of the Middle Sepik River region	Papua New Guinea	-4	143	M	no
S_Aleut-1.DG	Ale22	MallickNature2016	0	Aleut.DG	Nikolskoye, Commander Islands	Russia	55.18	166	M	no
S_BantuKenya-1.DG	HGDP01417	MallickNature2016	0	BantuKenya.DG	..	Kenya	-3	37	M	no
S_Zapotec-2.DG	S_Zapotec-2	MallickNature2016	0	Mexico_Zapotec.DG	San Juan Guelavia	Mexico	16.5	-97.2	M	no
S_Greek-2.DG	NA17374	MallickNature2016	0	Greek_2.DG	..	Greece	37.96666667	23.71666667	M	Greek_0
S_Khomani_San-1.DG	S_Khomani_San-1	MallickNature2016	0	Khomani_San.DG	Andriesvale, Northern Cape, South Africa	South Africa	-27	20.75	F	no
S_North_Ossetian-1.DG	NorthOssetia12	MallickNature2016	0	Russia_NorthOssetian.DG	Vladikavkaz, Republic of North Ossetia Alania	Russia	43.016667	44.65	M	Russia_NorthOssetian_0
S_Mixe-2.DG	S_Mixe-2	SkoglundNature2015	0	Mixe.DG	Tamazulapan, Mixe	Mexico	16.95	-96.58333333	F	no
S_Jordanian-1.DG	Jordan445	MallickNature2016	0	Jordanian.DG	Jordan migrants sampled in Kuwait	Jordan	32.054645	35.914307	M	no
S_Yemenite_Jew-2.DG	YemeniteJew5433	MallickNature2016	0	Jew_Yemenite.DG	..	Yemen	15.35	44.2	M	no
S_Orcadian-1.DG	HGDP00798	MallickNature2016	0	Orcadian.DG	..	Orkney Islands	59	-3	M	Orcadian_0
S_Miao-1.DG	HGDP01191	MallickNature2016	0	Miao.DG	..	China	28	109	M	no
S_Mixtec-2.DG	S_Mixtec-2	MallickNature2016	0	Mixtec_2.DG	San Andres Nuxino	Mexico	17	-97	F	no
S_Basque-1.DG	HGDP01364	MallickNature2016	0	Basque.DG	..	France	43	0	M	Basque_0
S_Balochi-2.DG	HGDP00058	MallickNature2016	0	Balochi.DG	..	Pakistan	30.49871492	66.5	M	no
S_Makrani-1.DG	HGDP00160	MallickNature2016	0	Makrani.DG	..	Pakistan	26	64	M	no
S_Japanese-1.DG	HGDP00749	MallickNature2016	0	Japanese.DG	..	Japan	37.85	139	M	no
S_Han-2.DG	HGDP00785	MallickNature2016	0	Han.DG	..	China	48.49753416	124	M	no
S_Punjabi-1.DG	HG02724	MallickNature2016	0	Punjabi.DG	Lahore	Pakistan	31.5	74.3	M	no
S_Palestinian-1.DG	HGDP00722	MallickNature2016	0	Palestinian.DG	Central	Israel	32	35	M	no
S_Maori-1.DG	S_Maori-1	MallickNature2016	0	Maori.DG	..	New Zealand	-41.28333333	174.45	M	no
S_Norwegian-1.DG	S_Norwegian-1	MallickNature2016	0	Norwegian.DG	..	Norway	..	..	U	Norwegian_0
S_Ulchi-2.DG	Ul5	MallickNature2016	0	Ulchi.DG	Bogorodskoe, Lower Amur	Russia	52.37	140.45	F	no
S_Mende-1.DG	HG03078	MallickNature2016	0	Mende.DG	..	Sierra Leone	8.5	-13.2	M	no
S_Gambian-1.DG	HG02464	MallickNature2016	0	Gambian.DG	Western District	Gambia	13.453056	-16.5775	M	no
S_Saharawi-1.DG	S_Saharawi-1	MallickNature2016	0	Saharawi.DG	Close to the Algerian border	Western Sahara (Morocco)	27.3	-8.9	M	no
S_Kyrgyz-2.DG	S_Kyrgyz-2	MallickNature2016	0	Kyrgyz_Kyrgyzstan.DG	Bishkek	Kyrgyzstan	42.86666667	74.61666667	F	no
S_Georgian-2.DG	mg31	MallickNature2016	0	Georgian.DG	Zugdidi in Megrelia	Georgia	42.5	41.85	M	Georgian.DG_0
S_Surui-1.DG	HGDP00846	SkoglundNature2015	0	Surui.DG	..	Brazil	-11	-62	F	no
S_Papuan-3.DG	HGDP00541	SkoglundNature2015	0	Papuan.DG	New Guinea, Iatmul and Kwoma societies of the Middle Sepik River region	Papua New Guinea	-4	143	M	no
